INSTNM,CITY,STABBR,CONTROL,UGDS,C150_4,COSTT4_A,COSTT4_A_IMP,TUITIONFEE_IN,TUITIONFEE_IN_IMP,TUITIONFEE_OUT,TUITIONFEE_OUT_IMP,PCTPELL,GRAD_DEBT_MDN,MD_EARN_WNE_P10,ROI,ZIP,LATITUDE,LONGITUDE
Clemson University,Clemson,SC,1,23300.0,0.8656,35015.0,35015.0,15554.0,15554.0,40866.0,40866.0,0.1475,21500.0,71513.0,1.9585250234223148,29634,34.679381,-82.835114
Clinton College,Rock Hill,SC,2,126.0,0.1405,25015.0,25015.0,11136.0,11136.0,11136.0,11136.0,0.7677,28987.0,30180.0,3.3154406891981445,29730,34.913721,-81.043469
Coker University,Hartsville,SC,2,840.0,0.3953,45805.0,45805.0,33416.0,33416.0,33416.0,33416.0,0.257,26000.0,40117.0,4.567141112246678,29550,34.37696,-80.070416
Columbia International University,Columbia,SC,2,716.0,0.4679,43045.0,43045.0,27900.0,27900.0,27900.0,27900.0,0.3417,20000.0,38951.0,4.4204256630125025,29203-1513,34.07551,-81.07443
Columbia College,Columbia,SC,2,1343.0,0.3688,35258.0,35258.0,22214.0,22214.0,22214.0,22214.0,0.5398,22750.0,41338.0,3.41167932652765,29203,34.045581,-81.029967
Converse University,Spartanburg,SC,2,1173.0,0.6154,38838.0,38838.0,25240.0,25240.0,25240.0,25240.0,0.3978,27000.0,40867.0,3.801404556243424,29302-0006,34.955534,-81.917881
Denmark Technical College,Denmark,SC,1,519.0,,24590.0,24590.0,6315.0,6315.0,11955.0,11955.0,0.3947,15250.0,25351.0,3.8799258411896966,29042,33.313355,-81.123629
Erskine College,Due West,SC,2,766.0,0.4518,55248.0,55248.0,36710.0,36710.0,36710.0,36710.0,0.468,27000.0,53459.0,4.1338595933332085,29639,34.332087,-82.39095
Florence-Darlington Technical College,Florence,SC,1,3055.0,,10731.0,10731.0,4636.0,4636.0,6772.0,6772.0,0.4686,12250.0,32748.0,1.310736533528765,29501-0548,34.243882,-79.81469
Francis Marion University,Florence,SC,1,2628.0,0.4339,23850.0,23850.0,11160.0,11160.0,21544.0,21544.0,0.3762,27000.0,43888.0,2.1737149106817353,29506,34.189777,-79.652854
Furman University,Greenville,SC,2,2379.0,0.7876,76798.0,76798.0,59770.0,59770.0,59770.0,59770.0,0.1319,23250.0,68635.0,4.475733954979238,29613-6162,34.924676,-82.440458
Greenville Technical College,Greenville,SC,1,8916.0,0.2087,20166.0,20166.0,5495.0,5495.0,10775.0,10775.0,0.3396,15392.0,39473.0,2.043523421072632,29606,34.826212,-82.371178
Horry-Georgetown Technical College,Conway,SC,1,6274.0,,11909.0,11909.0,4468.0,4468.0,8836.0,8836.0,0.3895,14250.0,35507.0,1.3415946151463092,29526,33.79614,-79.003611
Kenneth Shuler School of Cosmetology-North Augusta,North Augusta,SC,3,118.0,,,31946.0,,16657.0,,16657.0,0.7583,8661.0,25542.0,5.002897188943701,29841,33.497587,-81.957885
Kenneth Shuler School of Cosmetology and Nails-Columbia,Columbia,SC,3,127.0,,,31946.0,,16657.0,,16657.0,0.7736,5858.0,25088.0,5.09343112244898,29210,34.045282,-81.132969
Lander University,Greenwood,SC,1,3397.0,0.4977,27277.0,27277.0,11700.0,11700.0,21300.0,21300.0,0.3873,25000.0,42396.0,2.5735446740258516,29649-2099,34.199892,-82.164736
Limestone University,Gaffney,SC,2,1482.0,0.3533,40671.0,40671.0,27800.0,27800.0,27800.0,27800.0,0.4343,27639.0,44999.0,3.6152803395631015,29340-3799,35.057076,-81.649161
Medical University of South Carolina,Charleston,SC,1,303.0,,,17783.0,,5507.0,,11010.0,0.1139,15000.0,88420.0,0.8044786247455327,29425,32.784363,-79.947158
Midlands Technical College,West Columbia,SC,1,7564.0,,14274.0,14274.0,5100.0,5100.0,14700.0,14700.0,0.3727,12000.0,38701.0,1.475310715485388,29170-2176,33.949325,-81.115761
Morris College,Sumter,SC,2,383.0,0.1735,30148.0,30148.0,16664.0,16664.0,16664.0,16664.0,0.9554,31400.0,30614.0,3.9391128241980793,29150-3599,33.938574,-80.346155
Newberry College,Newberry,SC,2,1479.0,0.4514,46442.0,46442.0,31100.0,31100.0,31100.0,31100.0,0.487,26805.0,48040.0,3.8669442131557035,29108,34.285868,-81.619777
North Greenville University,Tigerville,SC,2,1819.0,0.5453,42034.0,42034.0,25800.0,25800.0,25800.0,25800.0,0.3335,23082.0,43035.0,3.9069594516091555,29688-1892,35.069758,-82.37026
Orangeburg Calhoun Technical College,Orangeburg,SC,1,1539.0,,15165.0,15165.0,5210.0,5210.0,8354.0,8354.0,0.4548,10562.0,35761.0,1.6962612902323762,29118-8299,33.54485,-80.82927
Piedmont Technical College,Greenwood,SC,1,3977.0,,21746.0,21746.0,4775.0,4775.0,6923.0,6923.0,0.5205,15000.0,35768.0,2.431894430776113,29646,34.207415,-82.120635
Presbyterian College,Clinton,SC,2,852.0,0.5146,60242.0,60242.0,44910.0,44910.0,44910.0,44910.0,0.3333,26000.0,60194.0,4.003189686679735,29325,34.465834,-81.87448
University of South Carolina Aiken,Aiken,SC,1,2962.0,0.3985,21540.0,21540.0,10760.0,10760.0,21218.0,21218.0,0.3924,24275.0,45603.0,1.8893493849088876,29801,33.572704,-81.767612
University of South Carolina Beaufort,Bluffton,SC,1,2052.0,0.3399,24353.0,24353.0,10730.0,10730.0,21776.0,21776.0,0.4011,24000.0,48088.0,2.0257028780568955,29909,32.303308,-80.973595
University of South Carolina-Columbia,Columbia,SC,1,29820.0,0.7882,31638.0,31638.0,12688.0,12688.0,35972.0,35972.0,0.1911,21500.0,62177.0,2.0353506923782105,29208,33.996788,-81.026935
University of South Carolina-Lancaster,Lancaster,SC,1,668.0,,18682.0,18682.0,7558.0,7558.0,18238.0,18238.0,0.0997,9616.0,39426.0,1.8953989752954903,29720-0889,34.736282,-80.787069
University of South Carolina-Salkehatchie,Allendale,SC,1,271.0,,19297.0,19297.0,7558.0,7558.0,18238.0,18238.0,0.199,11000.0,31360.0,2.4613520408163265,29810-0617,33.014312,-81.301838
University of South Carolina-Sumter,Sumter,SC,1,716.0,,17964.0,17964.0,7558.0,7558.0,18238.0,18238.0,0.1797,9250.0,42437.0,1.6932393901548177,29150-2498,33.934698,-80.373459
University of South Carolina-Union,Union,SC,1,270.0,,19112.0,19112.0,7558.0,7558.0,18238.0,18238.0,0.1006,11000.0,33699.0,2.268553963025609,29379-0729,34.717771,-81.621042
Coastal Carolina University,Conway,SC,1,10377.0,0.4846,26692.0,26692.0,11640.0,11640.0,29628.0,29628.0,0.2624,23750.0,47258.0,2.2592576918193745,29526,33.794995,-79.011767
South Carolina State University,Orangeburg,SC,1,2934.0,0.3663,30015.0,30015.0,11060.0,11060.0,21750.0,21750.0,0.7049,31000.0,38262.0,3.1378391092990436,29117-0001,33.497968,-80.848722
University of South Carolina-Upstate,Spartanburg,SC,1,4038.0,0.4304,25124.0,25124.0,11588.0,11588.0,23090.0,23090.0,0.4619,22310.0,48587.0,2.0683721983246546,29303-4999,34.996403,-81.970583
Sherman College of Chiropractic,Boiling Springs,SC,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,29316,35.014602,-81.985878
Spartanburg Methodist College,Spartanburg,SC,2,1116.0,0.4292,32183.0,32183.0,20650.0,20650.0,20650.0,20650.0,0.6105,12000.0,42895.0,3.0010956987993938,29301-5899,34.955117,-81.970863
Spartanburg Community College,Spartanburg,SC,1,5006.0,,11505.0,11505.0,5071.0,5071.0,10135.0,10135.0,0.4122,6500.0,37097.0,1.2405315793729952,29303,34.974587,-81.989811
Central Carolina Technical College,Sumter,SC,1,2163.0,,13774.0,13774.0,5715.0,5715.0,9016.0,9016.0,0.4423,9977.0,32603.0,1.6899058368861761,29150-2499,33.933342,-80.37101
Tri-County Technical College,Pendleton,SC,1,5071.0,,25057.0,25057.0,4448.0,4448.0,11815.0,11815.0,0.3566,9000.0,40101.0,2.499389042667265,29670,34.641914,-82.792015
Trident Technical College,Charleston,SC,1,10512.0,,13408.0,13408.0,4546.0,4546.0,8620.0,8620.0,0.2824,13029.0,38253.0,1.402033827412229,29423-8067,32.928767,-80.031276
Voorhees University,Denmark,SC,2,440.0,0.4295,25574.0,25574.0,12630.0,12630.0,12630.0,12630.0,0.7669,26700.0,35339.0,2.8947055660884575,29042,33.307199,-81.127863
Williamsburg Technical College,Kingstree,SC,1,448.0,,15806.0,15806.0,4488.0,4488.0,8592.0,8592.0,0.4181,,29935.0,2.1120427593118425,29556-4197,33.657085,-79.817984
Winthrop University,Rock Hill,SC,1,3523.0,0.5698,30710.0,30710.0,14678.0,14678.0,28676.0,28676.0,0.4096,26975.0,47185.0,2.6033697149517856,29733,34.941515,-81.031404
Wofford College,Spartanburg,SC,2,1816.0,0.842,72441.0,72441.0,56005.0,56005.0,56005.0,56005.0,0.1564,25732.0,68964.0,4.201670436749608,29303-3663,34.959411,-81.933568
York Technical College,Rock Hill,SC,1,3816.0,,15395.0,15395.0,8036.0,8036.0,13340.0,13340.0,0.3348,7000.0,37257.0,1.6528437609039912,29730,34.934416,-80.995273
Augustana University,Sioux Falls,SD,2,1965.0,0.7297,55159.0,55159.0,40160.0,40160.0,40160.0,40160.0,0.178,25000.0,59217.0,3.7258895249674926,57197-0001,43.525148,-96.736975
The Salon Professional Academy,Rapid City,SD,3,80.0,,,31946.0,,16657.0,,16657.0,0.4327,8500.0,23641.0,5.405185905841546,57701,44.086343,-103.194526
Black Hills State University,Spearfish,SD,1,1928.0,0.4263,21277.0,21277.0,8764.0,8764.0,11866.0,11866.0,0.2001,26000.0,46674.0,1.8234563140077988,57799-9500,44.494889,-103.870966
Dakota State University,Madison,SD,1,2071.0,0.513,25753.0,25753.0,9654.0,9654.0,12756.0,12756.0,0.1681,23500.0,50970.0,2.0210319795958407,57042-1799,44.013014,-97.113358
Dakota Wesleyan University,Mitchell,SD,2,670.0,0.4832,43864.0,43864.0,33790.0,33790.0,33790.0,33790.0,0.2712,27000.0,53728.0,3.265634306134604,57301-4398,43.697432,-98.031188
Paul Mitchell the School-Rapid City,Rapid City,SD,3,66.0,,,31946.0,,16657.0,,16657.0,0.5692,7917.0,29547.0,4.3247707043016215,57701,44.08202,-103.222781
Lake Area Technical College,Watertown,SD,1,1812.0,,19637.0,19637.0,6718.0,6718.0,6718.0,6718.0,0.2749,12000.0,45473.0,1.7273546939942384,57201-0730,44.901714,-97.095229
Mitchell Technical College,Mitchell,SD,1,990.0,,16994.0,16994.0,7524.0,7524.0,7524.0,7524.0,0.3233,12000.0,50743.0,1.3396133456831485,57301,43.688663,-98.002505
Mount Marty University,Yankton,SD,2,697.0,0.5238,48247.0,48247.0,34600.0,34600.0,34600.0,34600.0,0.2235,26396.0,48179.0,4.005645613233981,57078-3724,42.874475,-97.409904
National American University-Rapid City,Rapid City,SD,3,764.0,0.0,34452.0,34452.0,16065.0,16065.0,16065.0,16065.0,0.5706,29020.0,37325.0,3.692109845947756,57702,44.061498,-103.286487
Kairos University,Sioux Falls,SD,2,82.0,,,46093.0,3600.0,3600.0,3600.0,3600.0,0.0,,40747.0,4.524799371732889,57105,43.525446,-96.735896
Northern State University,Aberdeen,SD,1,1273.0,0.4894,22077.0,22077.0,8845.0,8845.0,11947.0,11947.0,0.1245,22320.0,47618.0,1.8545087991935822,57401-7198,45.450829,-98.484728
Oglala Lakota College,Kyle,SD,1,1097.0,0.0874,10494.0,10494.0,2684.0,2684.0,2684.0,2684.0,0.4746,,22517.0,1.86419149975574,57752-0490,43.366813,-102.240331
Avera Sacred Heart Hospital,Yankton,SD,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,57078-3899,42.872359,-97.407865
South Dakota School of Mines and Technology,Rapid City,SD,1,2071.0,0.5295,25385.0,25385.0,10500.0,10500.0,14900.0,14900.0,0.1687,27000.0,72257.0,1.405261773945777,57701-3995,44.075439,-103.205753
South Dakota State University,Brookings,SD,1,9198.0,0.6235,24636.0,24636.0,9299.0,9299.0,12809.0,12809.0,0.1682,23250.0,55070.0,1.7894316324677684,57007-1898,44.317485,-96.782139
Sinte Gleska University,Mission,SD,1,487.0,0.1538,20714.0,20714.0,4714.0,4714.0,4714.0,4714.0,0.5881,,20948.0,3.9553179301126598,57555-0105,43.298878,-100.622549
University of Sioux Falls,Sioux Falls,SD,2,1218.0,0.6291,34274.0,34274.0,21750.0,21750.0,21750.0,21750.0,0.2884,23249.0,54521.0,2.514554025054566,57105-1699,43.531574,-96.738229
Sanford Medical Center,Sioux Falls,SD,2,28.0,,,46093.0,,29060.0,,29082.0,0.0,,40747.0,4.524799371732889,57117-5039,43.535591,-96.74341
Sisseton Wahpeton College,Sisseton,SD,1,194.0,0.2059,9998.0,9998.0,4330.0,4330.0,4330.0,4330.0,0.6419,,31546.0,1.2677360045647625,57262,45.562731,-97.060835
Southeast Technical College,Sioux Falls,SD,1,2310.0,,20272.0,20272.0,7650.0,7650.0,7650.0,7650.0,0.3446,12000.0,46709.0,1.7360251771607185,57107-1301,43.570446,-96.780241
Stewart School,Sioux Falls,SD,3,133.0,,,31946.0,,16657.0,,16657.0,0.3194,6864.0,31843.0,4.012938479414628,57104,43.554991,-96.746329
University of South Dakota,Vermillion,SD,1,5439.0,0.5991,24422.0,24422.0,9432.0,9432.0,12942.0,12942.0,0.1866,23592.0,51926.0,1.8812926087123985,57069-2390,42.786019,-96.925283
Western Dakota Technical College,Rapid City,SD,1,753.0,,18845.0,18845.0,8294.0,8294.0,8294.0,8294.0,0.3314,15000.0,40240.0,1.8732604373757455,57703-4018,44.076648,-103.179501
American Baptist College,Nashville,TN,2,46.0,0.3889,27044.0,27044.0,13604.0,13604.0,13604.0,13604.0,0.5625,,41216.0,2.624611801242236,37207-9980,36.202623,-86.789912
Arnolds Beauty School,Milan,TN,3,63.0,,,31946.0,,16657.0,,16657.0,0.4737,,27828.0,4.591921805375881,38358,35.919195,-88.760125
TCAT Athens,Athens,TN,1,205.0,,,17783.0,,5507.0,,11010.0,0.3552,,40540.0,1.754612728169709,37371-0848,35.442944,-84.630484
Austin Peay State University,Clarksville,TN,1,7560.0,0.4024,22233.0,22233.0,9006.0,9006.0,14766.0,14766.0,0.435,20547.0,44301.0,2.0074490417823525,37044,36.533319,-87.354081
Baptist Health Sciences University,Memphis,TN,2,770.0,0.398,22227.0,22227.0,13796.0,13796.0,13796.0,13796.0,0.4543,29500.0,72529.0,1.2258269106150643,38104,35.138415,-90.027501
Belmont University,Nashville,TN,2,7137.0,0.7066,62570.0,62570.0,42540.0,42540.0,42540.0,42540.0,0.2075,20500.0,55930.0,4.474879313427499,37212-3757,36.135589,-86.794807
Bethel University,McKenzie,TN,2,1547.0,0.3505,31203.0,31203.0,18712.0,18712.0,18712.0,18712.0,0.317,27249.0,47482.0,2.628617160187018,38201,36.137848,-88.516762
Bryan College-Dayton,Dayton,TN,2,814.0,0.4974,31270.0,31270.0,19800.0,19800.0,19800.0,19800.0,0.2662,23000.0,54434.0,2.297828563030459,37321,35.497209,-84.999552
Carson-Newman University,Jefferson City,TN,2,1387.0,0.5324,49024.0,49024.0,34700.0,34700.0,34700.0,34700.0,0.3337,21500.0,48382.0,4.053077590839568,37760,36.122934,-83.491709
Chattanooga State Community College,Chattanooga,TN,1,5284.0,,13348.0,13348.0,4772.0,4772.0,17756.0,17756.0,0.3569,10419.0,37598.0,1.4200755359327624,37406-1097,35.100202,-85.237389
Christian Brothers University,Memphis,TN,2,905.0,0.5471,48038.0,48038.0,38420.0,38420.0,38420.0,38420.0,0.3098,27000.0,57478.0,3.343052994189081,38104,35.127437,-89.983241
Pentecostal Theological Seminary,Cleveland,TN,2,0.0,,,46093.0,,29060.0,,29082.0,0.0,,40747.0,4.524799371732889,37311-3330,35.162528,-84.868326
Austin's Beauty College Inc,Clarksville,TN,3,101.0,,,31946.0,,16657.0,,16657.0,0.5735,7917.0,40747.0,3.136034554691143,37040-1121,36.521386,-87.362846
Cleveland State Community College,Cleveland,TN,1,1975.0,,14834.0,14834.0,4762.0,4762.0,17746.0,17746.0,0.2719,7954.0,36671.0,1.6180633197894794,37312,35.200103,-84.879284
Columbia State Community College,Columbia,TN,1,3897.0,,13179.0,13179.0,5296.0,5296.0,18112.0,18112.0,0.2978,8500.0,40256.0,1.3095190779014307,38401,35.616757,-87.101917
Concorde Career College-Memphis,Memphis,TN,3,517.0,,,31946.0,,16657.0,,16657.0,0.8187,9500.0,31599.0,4.043925440678502,38137-0132,35.112892,-89.891723
Cumberland University,Lebanon,TN,2,2104.0,0.4559,43358.0,43358.0,27840.0,27840.0,27840.0,27840.0,0.3028,17952.0,57687.0,3.006431258342434,37087,36.204514,-86.298782
Lipscomb University,Nashville,TN,2,2997.0,0.7216,55117.0,55117.0,40572.0,40572.0,40572.0,40572.0,0.241,19500.0,55541.0,3.969463999567887,37204-3951,36.106253,-86.799791
Tennessee College of Applied Technology-Dickson,Dickson,TN,1,714.0,,,17783.0,,5507.0,,11010.0,0.3381,,36829.0,1.9314127453908605,37055,36.050549,-87.366455
Dyersburg State Community College,Dyersburg,TN,1,2103.0,,14329.0,14329.0,4758.0,4758.0,17742.0,17742.0,0.3394,6900.0,36132.0,1.5862946972212997,38024-2411,36.047565,-89.390791
East Tennessee State University,Johnson City,TN,1,10004.0,0.5321,27042.0,27042.0,10472.0,10472.0,14522.0,14522.0,0.3483,19442.0,44859.0,2.411288704607771,37614,36.301643,-82.366954
Chattanooga College Medical Dental and & Technical Careers,Chattanooga,TN,3,252.0,0.12,37746.0,37746.0,12709.0,12709.0,12709.0,12709.0,0.8078,7891.0,25954.0,5.81736919164676,37415,35.13314,-85.238131
Tennessee College of Applied Technology-Elizabethton,Elizabethton,TN,1,546.0,,,17783.0,,5507.0,,11010.0,0.2641,,35069.0,2.0283441215888676,37643,36.366033,-82.178198
The Hair Academy LLC,Fayetteville,TN,3,82.0,,,31946.0,,16657.0,,16657.0,0.6102,7917.0,22193.0,5.757851574820889,37334-0135,35.153449,-86.576906
Fisk University,Nashville,TN,2,1035.0,0.2993,39450.0,39450.0,25858.0,25858.0,25858.0,25858.0,0.5179,27000.0,45454.0,3.4716416596999164,37208-4501,36.167087,-86.804805
Welch College,Gallatin,TN,2,226.0,0.5342,37072.0,37072.0,21400.0,21400.0,21400.0,21400.0,0.2821,19500.0,42198.0,3.5141001943220056,37066-8460,36.36719,-86.549153
Freed-Hardeman University,Henderson,TN,2,1212.0,0.7078,38315.0,38315.0,25620.0,25620.0,25620.0,25620.0,0.1802,21500.0,47485.0,3.2275455406970623,38340-2399,35.440611,-88.637964
Tennessee College of Applied Technology-Harriman,Harriman,TN,1,246.0,,,17783.0,,5507.0,,11010.0,0.2265,,31591.0,2.251653952074958,37748-5849,35.966107,-84.517871
Tennessee College of Applied Technology-Hartsville,Hartsville,TN,1,247.0,,,17783.0,,5507.0,,11010.0,0.1614,,40469.0,1.7576910721787047,37074-2028,36.387191,-86.14366
Tennessee College of Applied Technology-Hohenwald,Hohenwald,TN,1,346.0,,,17783.0,,5507.0,,11010.0,0.176,,36106.0,1.9700880740043205,38462-2201,35.551687,-87.573757
Tennessee College of Applied Technology-Jacksboro,Jacksboro,TN,1,231.0,,,17783.0,,5507.0,,11010.0,0.4039,,36449.0,1.9515487393344124,37757,36.3175,-84.208918
Jackson State Community College,Jackson,TN,1,2511.0,,15183.0,15183.0,4740.0,4740.0,17724.0,17724.0,0.424,,35224.0,1.7241653418124006,38301-3797,35.645571,-88.780005
John A Gupton College,Nashville,TN,2,166.0,,28125.0,28125.0,12223.0,12223.0,12223.0,12223.0,0.4,12610.0,46902.0,2.398618395804017,37203-2954,36.156633,-86.7948
Johnson University,Knoxville,TN,2,743.0,0.5677,34244.0,34244.0,21122.0,21122.0,21122.0,21122.0,0.387,21500.0,40596.0,3.3741255296088286,37998,35.937193,-83.750273
Paul Mitchell the School-Murfreesboro,Murfreesboro,TN,3,201.0,,,31946.0,,16657.0,,16657.0,0.4613,7917.0,30461.0,4.195003447030629,37129,35.849141,-86.42068
King University,Bristol,TN,2,908.0,0.4787,49004.0,49004.0,36194.0,36194.0,36194.0,36194.0,0.4164,22750.0,59831.0,3.2761611873443535,37620-2699,36.585309,-82.159421
South College,Knoxville,TN,3,8745.0,0.4211,30954.0,30954.0,18535.0,18535.0,18535.0,18535.0,0.488,18668.0,36642.0,3.379073194694613,37909-0000,35.958283,-83.97362
Lane College,Jackson,TN,2,736.0,0.1839,23441.0,23441.0,11790.0,11790.0,11790.0,11790.0,0.7859,30500.0,31670.0,2.9606567729712663,38301-4598,35.627378,-88.806535
Le Moyne-Owen College,Memphis,TN,2,581.0,0.2703,19001.0,19001.0,12076.0,12076.0,12076.0,12076.0,0.6734,28070.0,35594.0,2.1353037028712705,38126-6595,35.118641,-90.034101
Lee University,Cleveland,TN,2,2617.0,0.6259,35688.0,35688.0,23790.0,23790.0,23790.0,23790.0,0.2874,25750.0,43222.0,3.3027624820693164,37311,35.166019,-84.871399
Lincoln Memorial University,Harrogate,TN,2,1572.0,0.4966,41530.0,41530.0,26938.0,26938.0,26938.0,26938.0,0.3713,20000.0,49956.0,3.3253262871326768,37752-8231,36.578508,-83.660198
Tennessee College of Applied Technology-Livingston,Livingston,TN,1,340.0,,,17783.0,,5507.0,,11010.0,0.2455,,33497.0,2.123533450756784,38570,36.39594,-85.317248
The University of Tennessee Southern,Pulaski,TN,1,864.0,0.369,24750.0,24750.0,10924.0,10924.0,10924.0,10924.0,0.3626,21500.0,38924.0,2.5434179426574866,38478-2799,35.201019,-87.035661
Maryville College,Maryville,TN,2,1005.0,0.5,54622.0,54622.0,39284.0,39284.0,39284.0,39284.0,0.3774,25375.0,49279.0,4.433693865541103,37804-5907,35.751505,-83.964223
Tennessee College of Applied Technology-McKenzie,McKenzie,TN,1,95.0,,,17783.0,,5507.0,,11010.0,0.4823,,36720.0,1.9371459694989106,38201,36.137048,-88.492615
Genesis Career College-Cookeville,Cookeville,TN,3,300.0,,,31946.0,,16657.0,,16657.0,0.829,6343.0,22652.0,5.641179586791453,38501-1907,36.176484,-85.485574
Meharry Medical College,Nashville,TN,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,37208,36.165458,-86.807371
Tennessee College of Applied Technology-Memphis,Memphis,TN,1,1391.0,,,17783.0,,5507.0,,11010.0,0.5088,,31192.0,2.280456527314696,38105-3604,35.150262,-90.039188
University of Memphis,Memphis,TN,1,12701.0,0.5089,25169.0,25169.0,10728.0,10728.0,15384.0,15384.0,0.4122,23300.0,48458.0,2.077592967105535,38152,35.118878,-89.938068
Memphis Theological Seminary,Memphis,TN,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,38104,35.13311,-89.982653
Middle Tennessee State University,Murfreesboro,TN,1,16301.0,0.537,24289.0,24289.0,10266.0,10266.0,31574.0,31574.0,0.3177,20000.0,48541.0,2.001524484456439,37132,35.848005,-86.360618
Middle Tennessee School of Anesthesia Inc,Madison,TN,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,37115,36.253425,-86.683859
Tennessee College of Applied Technology-Morristown,Morristown,TN,1,642.0,,,17783.0,,5507.0,,11010.0,0.5139,,38837.0,1.831552385611659,37813-2094,36.204643,-83.299503
Motlow State Community College,Tullahoma,TN,1,3962.0,,24326.0,24326.0,4738.0,4738.0,17722.0,17722.0,0.2821,,40397.0,2.408693714879818,37388,35.365903,-86.299184
Tennessee College of Applied Technology-Murfreesboro,Murfreesboro,TN,1,709.0,,,17783.0,,5507.0,,11010.0,0.4919,,40869.0,1.7404879003645795,37129-3311,35.845661,-86.41026
